City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
304,Churapcha,62.0,132.43,79.43,34,0,1.28,RU,2020-06-23 07:37:43
305,Kihei,20.79,-156.47,77.0,65,40,9.17,US,2020-06-23 07:34:14
306,Lompoc,34.64,-120.46,57.2,87,90,3.36,US,2020-06-23 07:30:44
307,Port Lincoln,-34.73,135.87,55.54,68,93,6.11,AU,2020-06-23 07:35:13
308,Foligno,42.94,12.7,72.0,63,0,1.99,IT,2020-06-23 07:37:43
309,Saint Anthony,45.02,-93.22,62.6,76,1,3.36,US,2020-06-23 07:34:41
310,Bilibino,68.05,166.44,58.06,36,83,8.19,RU,2020-06-23 07:37:44
311,Namibe,-15.2,12.15,76.78,41,0,2.46,AO,2020-06-23 07:34:31
312,Mandalgovi,45.76,106.27,79.07,17,100,15.43,MN,2020-06-23 07:34:40
313,Tolmin,46.18,13.73,75.99,60,0,1.03,SI,2020-06-23 07:37:44
314,Parrita,9.52,-84.32,71.6,83,100,3.36,CR,2020-06-23 07:37:45
315,Sandwick,60.0,-1.25,53.6,87,20,10.29,GB,2020-06-23 07:37:45
316,Sabang,5.89,95.32,83.19,65,100,8.48,ID,2020-06-23 07:37:45
317,Batagay,67.63,134.63,87.91,25,71,6.73,RU,2020-06-23 07:37:45
318,Port Blair,11.67,92.75,86.65,66,89,5.91,IN,2020-06-23 07:30:20
319,Tari,12.41,4.49,84.92,60,81,11.01,NG,2020-06-23 07:37:45
320,Nanortalik,60.14,-45.24,40.59,84,1,7.25,GL,2020-06-23 07:34:32
321,Pedernales,18.04,-71.74,80.87,65,59,3.87,DO,2020-06-23 07:34:16
322,Mehran,33.12,46.16,89.6,17,0,6.93,IR,2020-06-23 07:37:46
323,Riyadh,24.69,46.72,100.4,11,46,14.99,SA,2020-06-23 07:35:47
324,Atbasar,51.8,68.33,60.15,61,80,20.87,KZ,2020-06-23 07:35:47
325,Katsuura,35.13,140.3,80.6,69,75,4.7,JP,2020-06-23 07:34:18
326,Kremasti,36.41,28.12,75.2,73,20,14.99,GR,2020-06-23 07:37:47
327,Barra,-11.09,-43.14,69.75,80,3,6.51,BR,2020-06-23 07:37:47
328,Atar,20.52,-13.05,92.93,17,0,17.29,MR,2020-06-23 07:35:35
329,Kulhudhuffushi,6.62,73.07,84.45,76,100,13.87,MV,2020-06-23 07:30:45
330,Tacuarembo,-31.73,-55.98,65.34,88,70,10.6,UY,2020-06-23 07:37:48
331,Fortuna,40.6,-124.16,54.0,93,1,4.7,US,2020-06-23 07:34:24
332,Scottsbluff,41.87,-103.67,55.4,82,1,3.04,US,2020-06-23 07:33:17
333,Rumoi,43.93,141.64,67.48,79,72,6.58,JP,2020-06-23 07:37:48
334,Cheyenne,41.14,-104.82,57.2,67,90,6.93,US,2020-06-23 07:33:59
335,Maceio,-9.67,-35.74,73.4,94,75,3.36,BR,2020-06-23 07:32:05
336,Lubawa,53.5,19.75,64.99,81,49,1.99,PL,2020-06-23 07:37:49
337,Port Moresby,-9.44,147.18,84.2,79,40,11.41,PG,2020-06-23 07:37:49
338,Lazaro Cardenas,17.96,-102.2,81.27,76,100,2.98,MX,2020-06-23 07:30:01
339,Belmonte,-15.86,-38.88,68.0,88,40,4.7,BR,2020-06-23 07:35:56
340,Aquiraz,-3.9,-38.39,78.8,78,97,6.93,BR,2020-06-23 07:37:48
341,Acarau,-2.89,-40.12,76.33,88,86,12.68,BR,2020-06-23 07:37:50
342,Luleburgaz,41.4,27.36,75.2,69,75,6.93,TR,2020-06-23 07:37:50
343,Puri,19.8,85.85,91.4,79,75,12.75,IN,2020-06-23 07:37:50
344,San Cristobal,7.77,-72.22,65.66,91,100,5.48,VE,2020-06-23 07:34:59
345,Santa Helena De Goias,-17.81,-50.6,57.52,67,71,2.62,BR,2020-06-23 07:37:50
346,Quirinopolis,-18.45,-50.45,59.67,65,63,3.31,BR,2020-06-23 07:37:51
347,Kaharlyk,49.86,30.83,73.4,78,75,4.85,UA,2020-06-23 07:37:51
348,Mareeba,-17.0,145.43,73.99,68,0,1.01,AU,2020-06-23 07:37:51
349,Plettenberg Bay,-34.05,23.37,67.17,33,0,2.33,ZA,2020-06-23 07:37:51
350,Luderitz,-26.65,15.16,46.4,100,0,4.7,NA,2020-06-23 07:34:30
351,Severo-Kurilsk,50.68,156.12,47.75,83,100,13.27,RU,2020-06-23 07:35:41
352,Wanning,18.8,110.4,88.34,72,93,15.1,CN,2020-06-23 07:37:52
353,Ilulissat,69.22,-51.1,37.4,93,89,8.05,GL,2020-06-23 07:35:10
354,Katete,-0.78,29.75,75.4,63,14,2.64,UG,2020-06-23 07:37:52
355,Mujiayingzi,42.12,118.78,81.28,40,97,10.31,CN,2020-06-23 07:37:52
356,Bojnurd,37.47,57.33,80.6,22,0,9.17,IR,2020-06-23 07:37:53
357,Touho,-20.78,165.23,72.72,80,80,8.79,NC,2020-06-23 07:37:53
358,Salalah,17.02,54.09,93.2,63,97,9.17,OM,2020-06-23 07:34:26
359,Bambanglipuro,-7.95,110.28,82.53,72,79,17.56,ID,2020-06-23 07:37:53
360,Sao Pedro Do Sul,-29.62,-54.18,69.57,72,61,13.56,BR,2020-06-23 07:37:53
361,Bethel,41.37,-73.41,69.01,88,1,2.44,US,2020-06-23 07:30:55
362,Witzenhausen,51.33,9.87,68.0,68,20,2.24,DE,2020-06-23 07:37:54
363,Belyy Yar,53.6,91.39,66.2,68,75,6.71,RU,2020-06-23 07:37:54
364,Batticaloa,7.71,81.69,87.75,60,100,9.22,LK,2020-06-23 07:37:54
365,Anadyr,64.75,177.48,50.0,76,20,6.71,RU,2020-06-23 07:34:28
366,Lagoa,39.05,-27.98,63.37,95,100,13.89,PT,2020-06-23 07:34:11
367,Carutapera,-1.2,-46.02,72.41,93,8,4.72,BR,2020-06-23 07:35:18
368,Muros,42.78,-9.06,73.0,65,1,1.01,ES,2020-06-23 07:37:55
369,Ijuin,31.62,130.4,86.0,48,20,11.41,JP,2020-06-23 07:37:55
370,Kokoda,-8.88,147.74,75.51,74,69,2.24,PG,2020-06-23 07:37:56
371,Onda,39.97,-0.25,75.99,70,0,3.78,ES,2020-06-23 07:37:56
372,Cap Malheureux,-19.98,57.61,77.0,65,0,11.01,MU,2020-06-23 07:37:56
373,Santa Isabel Do Rio Negro,-0.41,-65.02,72.43,97,99,1.48,BR,2020-06-23 07:37:56
374,Hambantota,6.12,81.12,91.4,59,90,10.29,LK,2020-06-23 07:34:59
375,Isangel,-19.55,169.27,77.0,78,75,5.82,VU,2020-06-23 07:35:25
376,Iqaluit,63.75,-68.51,39.2,86,75,13.87,CA,2020-06-23 07:35:07
377,Maple Creek,49.92,-109.48,63.86,63,66,10.36,CA,2020-06-23 07:37:57
378,Luba,3.46,8.55,73.4,88,20,3.36,GQ,2020-06-23 07:37:57
379,Puntarenas,9.98,-84.84,71.6,83,83,3.36,CR,2020-06-23 07:37:58
380,Livingstonia,-10.61,34.11,64.72,75,61,6.11,MW,2020-06-23 07:37:58
381,Fairbanks,64.84,-147.72,51.8,87,90,10.29,US,2020-06-23 07:34:33
382,Ostrovnoy,68.05,39.51,39.81,73,100,20.31,RU,2020-06-23 07:34:27
383,Lianzhou,24.78,112.38,91.27,66,99,3.8,CN,2020-06-23 07:37:58
384,Sarankhola,22.31,89.79,89.55,72,6,11.39,BD,2020-06-23 07:37:59
385,Kavaratti,10.57,72.64,87.8,70,40,5.82,IN,2020-06-23 07:37:59
386,Kitimat,54.05,-128.65,52.0,92,100,0.94,CA,2020-06-23 07:33:29
387,Hamilton,39.18,-84.53,70.0,94,90,3.36,US,2020-06-23 07:35:01
388,Waingapu,-9.66,120.26,81.28,66,35,17.43,ID,2020-06-23 07:35:14
389,Nata,8.33,-80.52,79.0,67,99,3.4,PA,2020-06-23 07:37:59
390,Havoysund,71.0,24.66,51.8,65,20,10.29,NO,2020-06-23 07:38:00
391,Sechura,-5.56,-80.82,64.54,83,1,8.63,PE,2020-06-23 07:38:00
392,Vestmanna,62.16,-7.17,50.0,93,38,16.11,FO,2020-06-23 07:38:00
393,Michigan City,41.71,-86.89,64.0,100,75,8.25,US,2020-06-23 07:38:00
394,Shahdadkot,27.85,67.91,115.93,12,0,9.93,PK,2020-06-23 07:38:01
395,Hamadan,34.8,48.51,78.8,27,0,6.93,IR,2020-06-23 07:38:01
396,Hammerfest,70.66,23.68,51.8,57,0,6.93,NO,2020-06-23 07:36:38
397,Yining,29.04,114.56,76.44,92,100,2.64,CN,2020-06-23 07:38:01
398,Camana,-16.62,-72.71,59.34,77,0,6.82,PE,2020-06-23 07:35:30
399,Nemyriv,48.97,28.84,73.99,93,90,6.35,UA,2020-06-23 07:38:02
400,Olafsvik,64.89,-23.71,49.03,80,4,14.72,IS,2020-06-23 07:34:34
401,Carauari,-4.88,-66.9,70.77,97,34,1.92,BR,2020-06-23 07:38:02
402,Nikolo-Pavlovskoye,57.78,60.06,62.69,45,96,12.66,RU,2020-06-23 07:38:02
403,Saint-Pierre,-21.34,55.48,77.0,69,2,19.46,RE,2020-06-23 07:35:08
404,Baijiantan,45.63,85.18,84.87,13,66,3.31,CN,2020-06-23 07:33:49
405,Porto Walter,-8.27,-72.74,70.21,93,1,1.72,BR,2020-06-23 07:38:03
406,Yerbogachen,61.28,108.01,76.06,38,70,7.31,RU,2020-06-23 07:38:03
407,Hovd,48.01,91.64,67.57,24,0,7.78,MN,2020-06-23 07:38:04
408,Dandong,40.13,124.39,74.05,65,100,0.67,CN,2020-06-23 07:38:04
409,Jingdezhen,29.29,117.21,80.44,94,100,4.23,CN,2020-06-23 07:38:04
410,Asau,46.43,26.4,71.01,71,30,4.25,RO,2020-06-23 07:34:18
411,Tyukhtet,56.54,89.3,75.94,51,67,4.94,RU,2020-06-23 07:38:04
412,Sale,34.04,-6.82,72.0,78,75,10.29,MA,2020-06-23 07:38:05
413,Chivilcoy,-34.9,-60.02,51.01,99,100,1.99,AR,2020-06-23 07:38:05
414,Coihaique,-45.58,-72.07,32.0,95,90,8.05,CL,2020-06-23 07:38:05
415,Kajiado,-1.85,36.78,66.2,72,75,11.41,KE,2020-06-23 07:38:05
416,Solnechnyy,50.72,136.63,58.98,60,99,5.48,RU,2020-06-23 07:35:12
417,San Carlos De Bariloche,-41.15,-71.31,33.8,86,90,5.03,AR,2020-06-23 07:36:44
418,Ankpa,7.37,7.63,75.74,82,99,5.59,NG,2020-06-23 07:38:06
419,Owando,-0.48,15.9,84.11,56,5,2.59,CG,2020-06-23 07:38:06
420,Panama City,8.99,-79.52,80.6,94,100,4.7,PA,2020-06-23 07:35:30
421,Kabo,7.7,18.63,82.92,64,56,6.62,CF,2020-06-23 07:38:06
422,Fare,-16.7,-151.02,78.55,74,11,19.28,PF,2020-06-23 07:38:07
423,Heihe,50.24,127.49,64.4,68,40,13.42,CN,2020-06-23 07:38:07
424,Glace Bay,46.2,-59.96,63.0,100,90,3.36,CA,2020-06-23 07:38:07
425,Okha,53.57,142.95,45.18,87,81,11.01,RU,2020-06-23 07:38:07
426,Mikuni,36.22,136.15,75.2,78,75,5.82,JP,2020-06-23 07:38:07
427,Lucknow,26.85,80.92,89.6,79,75,11.41,IN,2020-06-23 07:34:14
428,Jiuquan,39.74,98.52,91.13,10,99,20.51,CN,2020-06-23 07:38:08
429,Nicoya,10.15,-85.45,74.88,90,99,2.39,CR,2020-06-23 07:38:08
430,Buta,2.79,24.73,85.3,61,2,0.92,CD,2020-06-23 07:35:21
431,Almaznyy,48.04,40.05,82.4,54,20,8.95,RU,2020-06-23 07:38:09
432,Tessalit,20.2,1.01,93.38,10,0,7.23,ML,2020-06-23 07:35:38
433,Kutum,14.2,24.67,90.59,14,0,5.64,SD,2020-06-23 07:38:09
434,Ketchikan,55.34,-131.65,53.6,93,90,11.41,US,2020-06-23 07:38:09
435,Sungai Padi,6.09,101.88,87.8,74,40,5.82,TH,2020-06-23 07:38:09
436,Khuzhir,53.19,107.34,57.34,66,0,3.24,RU,2020-06-23 07:38:09
437,Zhigansk,66.77,123.37,79.34,28,47,7.05,RU,2020-06-23 07:35:20
438,Orlik,52.52,99.83,67.15,36,69,8.7,RU,2020-06-23 07:34:18
439,Petrovsk-Zabaykalskiy,51.27,108.84,62.62,70,95,7.2,RU,2020-06-23 07:38:10
440,Crystal Beach,42.87,-79.06,69.01,94,100,11.18,CA,2020-06-23 07:38:10
441,Richards Bay,-28.78,32.04,67.41,55,0,5.73,ZA,2020-06-23 07:34:18
442,Gat,31.61,34.76,79.0,58,0,5.95,IL,2020-06-23 07:38:11
443,Magione,43.14,12.21,80.01,53,0,8.08,IT,2020-06-23 07:38:11
444,Faya,18.39,42.45,80.6,17,1,11.41,SA,2020-06-23 07:34:38
445,Sabancuy,18.97,-91.18,79.5,83,100,11.88,MX,2020-06-23 07:38:11
446,Wajima,37.4,136.9,77.0,57,20,5.82,JP,2020-06-23 07:34:57
447,Cayenne,4.93,-52.33,73.4,100,90,4.7,GF,2020-06-23 07:34:07
448,Ucluelet,48.93,-125.55,57.0,86,99,4.94,CA,2020-06-23 07:34:27
449,Bure,10.7,37.07,70.47,72,80,3.22,ET,2020-06-23 07:38:12
450,Sisimiut,66.94,-53.67,40.75,74,14,5.48,GL,2020-06-23 07:38:12
451,Lake Cowichan,48.83,-124.05,61.0,72,33,2.15,CA,2020-06-23 07:38:12
452,Aleksandrov Gay,50.15,48.57,71.64,38,10,9.71,RU,2020-06-23 07:38:13
453,Spornoye,50.84,37.29,75.2,60,99,6.71,RU,2020-06-23 07:38:13
454,Barabinsk,55.36,78.36,71.6,64,74,3.24,RU,2020-06-23 07:38:13
455,Half Moon Bay,37.46,-122.43,61.0,93,90,10.29,US,2020-06-23 07:34:36
456,Arlit,18.74,7.39,99.03,9,0,9.15,NE,2020-06-23 07:34:20
457,Madison,34.73,-86.57,73.4,100,90,9.17,US,2020-06-23 07:37:02
458,Ayan,56.45,138.17,44.73,91,67,5.79,RU,2020-06-23 07:38:14
459,Puerto Madero,14.72,-92.42,78.04,85,100,12.64,MX,2020-06-23 07:38:14
460,Guapiacu,-20.8,-49.22,62.6,51,100,2.24,BR,2020-06-23 07:38:14
461,Valdivia,-39.81,-73.25,44.6,93,75,6.93,CL,2020-06-23 07:31:02
462,Khvorostyanka,52.61,48.96,64.98,52,12,3.96,RU,2020-06-23 07:38:15
463,Omsukchan,62.53,155.8,74.23,39,55,2.21,RU,2020-06-23 07:38:15
464,Srednekolymsk,67.45,153.68,70.21,23,36,12.37,RU,2020-06-23 07:34:11
465,Gizo,-8.1,156.84,84.09,76,0,7.92,SB,2020-06-23 07:38:15
466,Nagato,34.38,131.2,84.99,74,20,5.82,JP,2020-06-23 07:38:15
467,Ormara,25.21,64.64,86.05,72,0,10.42,PK,2020-06-23 07:35:12
468,Osakarovka,50.56,72.57,83.93,21,98,11.5,KZ,2020-06-23 07:38:16
469,Guangyuan,32.44,105.82,82.99,43,13,8.41,CN,2020-06-23 07:37:31
470,Labuhan,-6.88,112.21,85.46,61,100,5.73,ID,2020-06-23 07:34:48
471,Margate,51.38,1.39,68.0,58,41,3.0,GB,2020-06-23 07:38:16
472,Vieques,18.43,-65.83,82.4,78,75,6.93,PR,2020-06-23 07:38:16
473,Sao Filipe,14.9,-24.5,78.24,68,0,8.79,CV,2020-06-23 07:35:17
474,Port Macquarie,-31.43,152.92,55.99,58,0,11.61,AU,2020-06-23 07:34:56
475,Broome,42.25,-75.83,69.8,77,1,5.82,US,2020-06-23 07:38:17
476,Capelinha,-17.69,-42.52,53.06,100,59,3.58,BR,2020-06-23 07:38:17
477,Gambo,4.65,22.26,84.06,64,29,1.88,CF,2020-06-23 07:38:18
478,Salo,45.61,10.53,80.01,39,0,8.05,IT,2020-06-23 07:38:18
479,Salou,41.08,1.14,75.2,78,40,5.82,ES,2020-06-23 07:38:18
480,Port Hardy,50.7,-127.42,55.22,92,100,9.26,CA,2020-06-23 07:32:22
481,Boguchany,58.38,97.45,88.66,28,96,3.02,RU,2020-06-23 07:35:38
482,Accrington,53.75,-2.36,62.01,84,33,3.0,GB,2020-06-23 07:38:18
483,Gazli,40.13,63.45,101.61,8,87,1.77,UZ,2020-06-23 07:38:19
484,Hondo,32.45,130.2,86.0,62,20,9.17,JP,2020-06-23 07:38:19
485,Bitung,1.45,125.18,82.4,83,40,5.82,ID,2020-06-23 07:38:19
486,Huayang,34.42,109.99,75.96,54,19,3.4,CN,2020-06-23 07:38:19
487,Ewa Beach,21.32,-158.01,78.8,69,1,4.7,US,2020-06-23 07:36:07
488,Anloga,5.79,0.9,78.8,88,20,5.82,GH,2020-06-23 07:38:20
489,Mazeikiai,56.32,22.33,68.86,78,100,2.04,LT,2020-06-23 07:38:20
490,College,64.86,-147.8,51.8,81,90,10.29,US,2020-06-23 07:38:20
491,Zarya,55.76,38.1,69.01,77,9,6.71,RU,2020-06-23 07:38:20
492,Kolo,52.2,18.64,68.0,66,0,1.01,PL,2020-06-23 07:38:20
493,Cockburn Town,21.46,-71.14,82.0,82,100,18.5,TC,2020-06-23 07:35:16
494,Kikwit,-5.04,18.82,79.54,27,74,4.5,CD,2020-06-23 07:38:21
495,Lasa,46.62,10.7,68.0,76,5,5.82,IT,2020-06-23 07:35:20
496,Shaoxing,30.01,120.57,89.6,75,40,6.71,CN,2020-06-23 07:38:21
497,Havre-Saint-Pierre,50.23,-63.6,53.6,100,90,5.82,CA,2020-06-23 07:34:01
498,Union,40.63,-74.27,75.0,78,75,4.7,US,2020-06-23 07:37:59
499,Torbay,47.67,-52.73,63.0,100,75,18.34,CA,2020-06-23 07:32:03
500,Taksimo,56.34,114.88,76.08,33,16,3.98,RU,2020-06-23 07:38:22
501,Gravdal,68.12,13.5,59.0,82,75,4.7,NO,2020-06-23 07:38:22
502,Liku,-0.73,119.89,83.95,69,24,2.53,ID,2020-06-23 07:38:22
503,Tazmalt,36.39,4.4,71.6,64,0,5.82,DZ,2020-06-23 07:38:22
504,Macherla,16.48,79.43,96.66,40,42,12.26,IN,2020-06-23 07:38:23
505,Lardos,36.09,28.02,75.2,73,20,14.99,GR,2020-06-23 07:38:23
506,Strezhevoy,60.73,77.59,60.8,55,76,8.95,RU,2020-06-23 07:38:23
507,Marawi,8.0,124.29,84.99,78,96,5.01,PH,2020-06-23 07:35:03
508,Pierre,44.37,-100.35,62.6,59,90,8.05,US,2020-06-23 07:35:02
509,Catamarca,-28.47,-65.79,55.0,83,84,1.01,AR,2020-06-23 07:38:24
510,Ulaangom,49.98,92.07,69.84,26,0,6.58,MN,2020-06-23 07:35:27
511,Aklavik,68.22,-135.01,53.6,81,90,10.29,CA,2020-06-23 07:34:29
512,Bilma,18.69,12.92,97.23,9,0,4.74,NE,2020-06-23 07:35:36
513,Oistins,13.07,-59.53,82.4,69,20,23.04,BB,2020-06-23 07:38:24
514,Qaqortoq,60.72,-46.03,46.4,65,0,4.7,GL,2020-06-23 07:35:31
515,Sarahan,31.52,77.8,77.94,41,33,8.21,IN,2020-06-23 07:38:25
516,Puerto Quijarro,-17.78,-57.77,68.79,63,100,3.04,BO,2020-06-23 07:38:25
517,Ryotsu,38.08,138.43,75.2,69,0,8.05,JP,2020-06-23 07:35:00
518,Eydhafushi,5.1,73.07,83.75,77,100,10.54,MV,2020-06-23 07:38:25
519,Shelburne,44.08,-80.2,68.0,94,1,2.24,CA,2020-06-23 07:38:25
520,Luan,46.36,6.98,73.0,69,0,1.01,CH,2020-06-23 07:38:26
521,Lahaina,20.88,-156.68,77.0,65,40,9.17,US,2020-06-23 07:38:26
522,Dzhebariki-Khaya,62.22,135.8,79.59,37,100,3.42,RU,2020-06-23 07:38:26
523,Westport,41.14,-73.36,71.6,83,1,3.36,US,2020-06-23 07:30:04
524,Wukari,7.85,9.78,78.66,80,82,7.58,NG,2020-06-23 07:38:26
525,Itarema,-2.92,-39.92,75.67,89,66,11.48,BR,2020-06-23 07:34:04
526,Shihezi,44.3,86.03,88.75,12,31,8.77,CN,2020-06-23 07:38:27
527,Idaho Falls,43.47,-112.03,59.0,87,1,3.91,US,2020-06-23 07:38:27
528,Chepareria,1.31,35.2,70.27,68,45,4.18,KE,2020-06-23 07:38:27
529,Aksu,41.12,80.26,95.16,10,94,5.88,CN,2020-06-23 07:38:27
530,Ossora,59.24,163.07,69.15,55,56,1.54,RU,2020-06-23 07:38:28
531,Troitskoye,52.98,84.68,73.04,56,13,4.81,RU,2020-06-23 07:35:54
532,Port Shepstone,-30.74,30.45,70.38,30,0,5.37,ZA,2020-06-23 07:38:28
533,Tikrit,34.61,43.68,104.25,8,0,18.45,IQ,2020-06-23 07:38:28
534,Amnat Charoen,15.86,104.63,96.08,42,63,7.16,TH,2020-06-23 07:38:29
535,Ponta Delgada,37.73,-25.67,66.2,93,75,10.29,PT,2020-06-23 07:35:48
536,Kamaishi,39.27,141.88,73.4,69,75,23.04,JP,2020-06-23 07:38:29
537,Tautira,-17.73,-149.15,73.4,73,20,3.36,PF,2020-06-23 07:34:53
538,Puerto Suarez,-18.95,-57.8,69.98,60,100,3.98,BO,2020-06-23 07:38:29
539,Methala,10.22,76.22,87.8,70,75,5.03,IN,2020-06-23 07:38:30
540,Rawson,-43.3,-65.1,44.29,60,0,8.61,AR,2020-06-23 07:38:30
541,Pak Chong,14.71,101.42,86.32,70,100,4.47,TH,2020-06-23 07:38:30
542,Todos Santos,23.45,-110.22,68.0,90,0,5.21,MX,2020-06-23 07:38:30
543,Shizilu,35.17,118.83,70.5,94,100,9.98,CN,2020-06-23 07:34:43
544,Tohana,29.7,75.9,108.72,19,4,6.64,IN,2020-06-23 07:38:30
545,Kitob,39.08,66.83,100.49,9,0,12.55,UZ,2020-06-23 07:38:31
546,Dong Hoi,17.48,106.6,97.03,48,100,7.11,VN,2020-06-23 07:38:31
547,Taoudenni,22.68,-3.98,103.23,7,0,23.15,ML,2020-06-23 07:34:34
548,Korcula,42.96,17.14,73.4,53,40,12.75,HR,2020-06-23 07:38:31
549,Gucheng,35.91,111.32,89.17,36,44,7.94,CN,2020-06-23 07:38:31
550,Puerto Lopez,4.08,-72.96,71.51,97,34,3.36,CO,2020-06-23 07:38:32
551,Kaya,13.09,-1.08,85.64,53,0,15.26,BF,2020-06-23 07:38:32
552,Beringovskiy,63.05,179.32,37.29,83,44,13.53,RU,2020-06-23 07:34:50
553,Kovur,14.48,79.98,94.14,40,100,15.57,IN,2020-06-23 07:38:33
554,Faranah,10.04,-10.74,72.63,92,94,5.37,GN,2020-06-23 07:38:34
555,Maldonado,-34.67,-54.92,59.0,93,90,8.05,UY,2020-06-23 07:38:34
